id,text,label
10856,"could have done without the ""laugh"" very informative, content was well structured, though the instructor is a self-declared ""comedian"" with only a couple people laughing out of obligation. it was painful. this made me glad that i didn't attend a childbirth class (and bought this instead).i also could have done without the Viacord plug... it's like a commercial took over the ending of the program to spoil it.all things considered, definitely worth watching.",positive
10857,"Current and easygoing class on childbirth. My husband and I decided to buy this when we had to miss the childbirth class we had signed up for at the hospital. It was easy to watch, very informative and we appreciated the up-to-date information on labor and childbirth. I would recommend it to any pregnant women/couples out there looking for a cheaper and more relaxed childbirth class.",positive
10858,"Better than actual class! My husband and I had signed up for a 4 week childbirth class through our hospital - attended the 1st class and decided we would not be going back. It was very outdated. This DVD was great - very current. Yes, some of her jokes were lame and her attempting to be funny gets a little old, but overall it was really a beneficial DVD. It was nice to be able to do it at our own pace and in the comfort of our own home. I would definitely recommend this DVD to expectant parents rather than taking an actual class.",positive
10859,"Great DVD for soon-to-be parents with busy schedule This DVD worked out excellent for my husband and I who don't have a lot of time to go to the traditional classes. We were able to do these classes out of the comfort of our own home, on our time and without the frustration of traffic, etc. Also, the DVD was less money than what the hospital wanted to charge us for enrollment into their classes. The sound fluctuates a bit, but it did not get in the way of our learning experience. I would recommend this DVD to anyone out there!",positive
10860,"Good video, not as cheesy as people say I was very happy with this DVD set (and in fact just ordered the breastfeeding DVD from the same instructor). I watched it in lieu of attending childbirth classes and do not regret that decision. I had read several books about labor and delivery, etc., and can't say that the video really contained a lot of new information but it brought the information together nicely and made me feel more prepared overall. I also appreciated the fact that the instructor did not spend a lot of time on breathing techniques and did not overly emphasize natural childbirth. Instead, she discussed the desirability of postponing medications until the labor is well underway because of the cascade effect of interventions (which seems sensible to me). But she certainly didn't try to push going natural all the way. As for the humor, it's not anywhere near as bad as some other reviews have made it out to be.",positive
10861,Verry happy with this video - 1st time mom here I am a first time mom and had no idea what I was in for as far as the birthing part goes. I don't have time to take a class so I bought this video. I am soooo happy I did! I have learned sooo much and feel very confident now about what to expect at the labor. Sherri Bayles is funny and explains things very very well. I highly recommend this video.,positive
10862,"Very Educational and Informative My husband and I purchased this DVD after attempting to attend an in-person childbirthing class....they just weren't for us. We loved being able to watch this DVD at our leisure in the privacy of our own home. This was one of two DVD's that we purchased and this one was by far the best. Sheri's sense of humor was perfect for the subject matter in my opinion. It really put my mind at ease (a lot of the other courses really scared me) and I feel extremely prepared for labor and delivery. I would highly recommend this DVD to anyone who wants the benefit of being knowledgeable of labor and delivery, yet is hesitant to join an in-person class. I'll certainly keep this one and watch it for subsequent pregnancies.",positive
10863,"This DVD really helped me My husband and I were unable to find any classes in our area that would work for us, so we purchased this DVD. We found it very helpful! I loved that I could go back to it and watch certain parts over again to refresh my memory. If we had gone to a class, I wouldn't have had that luxury. Once I went into labor, I knew exactly what to do and I was able to make it without any drugs. The nurses at the hospital were all asking me if I had gone to a class and I told them about the DVD. They said it must have been good because I did everything perfectly. I would highly recommend this DVD!",positive
10864,Very Helpful...........! I loved this Dvd. It had so much info that I found so very helpful. I would tell all my friends to buy it. It was very intertaining and funny. It awnsered all my questions on child birth.,positive
10865,Great Purchase! Worth it! My husband and I did not want to have to take the time or money to attend an actual birthing class. We decided to purchase this video and we are very pleased with the product. The video goes over everything you will need to know. It is very informative. My husband loves the way that Sheri Bayles teaches about child birth. He thinks she is funny. Defiantly recommend this video.,positive
10866,"All I needed to know... I am really enjoying this DVD. It answers everything you need to know and makes me feel like I know what to expect when the big day comes! I have watched this video over and over by chapters and take notes simply because it's hard to take in so much information at once. What made me happier was to see the couples in Sheri's group get together for a reunion after they had delivered. I would have liked to hear the couples experiences in delivery, though. I appreciate a light and easy going environment and attitude as she teaches this video.",positive
10867,"Great knowledge for a new mommy or experienced mother I purchased this product at my eight month of pregnancy. It comes with two disc of information.The DVD is of a live class with real people participating in discussions . This is the best you can get to attending a class yourself. I felt engaged and involved in the class just by watching it on the Television. It covers everything that you need to know about childbirth and I loved it. I would recommend this to anyone who cannot attend childbirth class,does not want to attend classes or a mom that is scared about natural childbirth. After watching this DVD I felt as If I had attended class and I am now more confident and ready to go with only two more weeks to go!",positive
10868,"Comprehensive and fun Sherri's video gives you all the information you need to know about having a baby in a straightforward and easy to understand manner. Plus, she is just plain funny. The video is divided into six ""classes"" that each cover an easily digestible amount of information. My husband and I watched them 2 classes a sitting. I highly recommend the set!",positive
10869,"Must have! This DVD is a must have for anyone who is going through childbirth...your birthing class may not explain things with this much clarity and detail (I know my didn't). I learned a lot about breathing, and controlling your breath, and although I am not planning on using drugs through labor, I thought her section on medical interventions very useful.",positive
10870,"good information, but... A great video for the information it provides, though some of the sections do seem brief. You do have to get past her humor, which can be annoying at times (would be better to have more info and less joking around)",positive
10871,Great information I wasn't able to attend a in person class but I am so glad I bought the DVD to learn about childbirth and what to expect. I fully intend to use the breathing techniques and I learned a lot of information about labor and delivery. I really like I could go at my own pace and watch and re-watch any parts I needed.,positive
10872,"Great for calming first child fears I felt completely in the dark about what to expect when my wife was pregnant.... I like being in control of my situations and knowing the right things to pay attention to, I was concerned about my lack of knowledge especially since we were giving birth in Hong Kong and I was worried about a possible language barrier.This DVD made me a self-proclaimed expert.. I really felt like I knew everything I needed to know and it completely dispelled all my worries.When it came to the big day... despite complications such as water breaking with no signs of labor, introduction of a drug to induce labor, and the ultimate required c-section, I never broke a sweat. I even helped with some decisions, like how long we were going to wait until we gave up on a natural birth. My wife didn't watch this DVD with me, but I was able to comfort her through the whole process by telling her what to expect next.This is an ABSOLUTE no question about it MUST for a new parent-to-be.",positive
10873,"BEST Childbirth DVDs ever These DVDs (I believe she has three or four of them) are not boring, definitely entertaining, and Sheri has a one-of-a-kind sense of humor. Some people criticize that, but I'm quirky...so maybe that's why I like it. She's obviously an advocate of natural childbirth, but I don't feel like she was beating that down your throat through the whole DVD. I'm very much of the mindset that ""if I need meds, I'll scream for them."" From the DVD, I didn't get the impression that if I ever said that to her, she would claw out my eyes. But really, even my husband LOVES watching this DVD!",positive
10874,helpful This dvd was very helpful before I had my first baby. I wanted to be aware of the different things to do and what my husband should expect and it gave lots of information. loved it!,positive
10875,laugh and learn about childbirth Fantastic!! My husband and I found this DVD very informative and easy to follow along. We both felt very comfortable watching in our own living room. ;) The instructor puts you at ease. Only thing I would add is more footage of actual birth. (although i still feel nothing more could have been learned by seeing this actual footage) My husband strongly disagrees. He found lack of footage to be quite comforting.,positive
10876,Super Cute Toy So glad they brought back this classic toy. My 4 year old daughter hasnt put it down. She was so excited to get 4 puppies!!,positive
10877,"Late masterpiece by a brilliant director The Stendhal Syndrome is definetely one of the finest entries to the oeuvre of Dario Argento and refers strongly to the likes of Alfred Hitchcock. On the one hand it offers you all you ever liked about Argento's flicks: beautiful images, a brilliant soundtrack (this time by Ennio Morricone), ingenious camera working, bloody killings and breathtaking locations. Added to that you get fine performances by Dario's daughter Asia and Thomas Kretschmann. But moreover the movie doesn't lack a good story and shows not one narrative weakness throughout it's complete running time. The stringent plot makes it somehow different from almost every Argento flick since. The movie is highly recommended to all fans of the horror-/thriller-genre - you won't be disappointed. And all the earlier aficionados, that didn't waste to much thought about the story, will get their kicks too. After all we're talking about the maestro...",positive
10878,"The Stendhal Syndrome (2-Disc Special Edition) Blue Underground has done another great job with this horror / suspense movie director Argento.Great plot & suspense.The movie's main character is the beautiful and young policewoman Anna Manni (played by Dario Argento's daughter - Asia Argento) who is tracking down a violent serial killer and rapist (played by Thomas Kretschmann). Her track leads her to the Uffizi museum in Florence. There however, Anna is struck by the Stendhal Syndrome, which makes her faint, when among certain works of art, like paintings and statues. Her new handicap makes it very difficult for her to track down the killer,But she did finally found him .But i found the story a bit fantasy base but common since argento directs no comments.........long live Dario..........",positive
10879,You will be freaked This is one of the best Argento Movies ever. The music though simple stays with you. There are few plot holes unlike most Agrento Moives. The ending is a definite twist! I hope Troma releases the UNCUT version of Stendhal Syndrome because there really is no place to cut the movie without losing some of the impact and Plot points,positive
10880,"Liked it I think Izzy is very talented and I'm glad he's using his talent for Kingdom music. I didn't always feel like he gave his all in every song but the lyrics were great and a few songs really caught my ear. I can't say that it's my favorite cd, but I think it's a great way to round out any Christian's cd collection. I hope to see more from this artist.",positive
10881,"An important addition to the mushroom breeder's library. This book is oriented toward those interested in developing improved strains of edible mushroom species. Highlighted species include Flammulina velutipes (enokitake), Lentinula edodes (shiitake), Agaricus bisporus (common white button, portabella, crimini), Coprinus cinereus (woolly inky cap) among others. Caution, this is not a how-to-grow book, but a technical reference for breeders. Reviewed by THE MUSHROOM GROWERS' NEWSLETTER, April 1993 issue.",positive
10882,"Great book for puzzled entrepeneurs! I attended a small buisness class at my local community college, this book was used as our text-book. I found it to be very informative and easy to read. The section concerning Business Plan development was very helpful. I recomend this book to anyone trying to find their way through the myrad of information available when starting a small business. The book is very down to earth, in every chapter there are at least 2 real world examples or case studies for the student to compare to his or own experience",positive
10883,Great Buy This book was listed as used but was in perfect condition. Even after paying for express shipping we saved over $120 from the bookstore cost.Thanks Amazon!,positive
10884,"Must read for anyone interested in the A-bomb decision Mr. Maddox has done a great service in analyzing the decision to use the atomic bomb on Japan. He systematically demolishes the arguements used by those who (for whatever reason) think that the bombing was unjustified. He shows through intercepted transmissions how the Japanese were ready to commit themselves to a bloodbath to fight off an invasion and how the Japanese military still wanted to fight even after Hiroshima was destroyed. Overall, the book is great work and should be required reading in schools and the Smithsonian Museum.",positive
10885,"Apple travel plugs well made I bought the plug package made by Apple for my Mac computer. It is very cleverly made to fit well on the current adaptor and an excellent travel accessory. I only wish that it were priced more reasonably in a package for each area of the world rather than a package for plugs used in many different countries, for a price to equal that package. As I am traveling only in Western continental Europe, I do not need several of the other plugs included, which seems an unecessary expense as well as being wasteful and makes for items I don't need.",positive
10886,"Flawless Worked like a charm all over England. I haven't tried the other adaptors, but I found my MacBook to work just like it does here in the US, and there was no difficulty plugging into the outlets.",positive
10887,"Hail Mary! This album is truely amazing. The songs are catchy, the lyrics are funny yet full of truth, and her voice is awsome. The songs are full of crude humor as she talks extensively about drinking and sex. Somehow though, even a more conservative girl like me can grow to loooove her music. The reason is because of how deep her lyrics can be, even though, at a first lisen, it might not appear that way. Her songs can range from very funny like, The World is Full of Bastards, which almost any girl can relate to, and guys laugh about, and Mata Hari, about a fake and slutty girl to more somber like Takes His Place, about relationships never working out. Her songs speak to everyone as she speaks about messing up in life and about bad relationships. Everyone needs to get this cd, support lil local bands...also see her in concert, that is the most amazing experience!",positive
10888,"More dirty lyrics....but it's great! Mary Prankster may offend the meek...but they can go elsewhere, 'cause Mary scores another hit. It's great!",positive
10889,"roulette girl After listening to Mary's first release, Blue Skies Over Dundalk, I thought it couldn't get any better than that. Well, Mary has proven me wrong. Roulette Girl is a half hour of deeply emotional yet still witty songs. Anyone with a pulse should own this album.",positive
10890,"Newman is a musician worth listening to. As a sensitive person with eclectic tastes it's easy to be impressed by Animal Dreams. It's full of original, creative surprises that restore faith in the existence of musicians courageous enough to speak with their own voice, from something deeper and broader than a desire for popularity. You can't find this CD at the music store nearest you but fortunately it's available here. I recommend Animal Dreams and Ron Newman as a musician worth listening to.",positive
10891,"Very Helpfull Excellent little book, specially for some of as, that came to this country a bit later in life, and need it to learn the language just like everyone that comes here.",positive
10892,"Good Remembering my school and college days. reminds the grammar lessons and explaining the rudimentary parts of speech noun, verb, pronoun, adjective, adverb",positive
10893,Great Book! Great book for people that need to write email. It would be nice to review the grammar rule's from time to time.,positive
10894,A very clear picture of the English language I enjoyed reading this and brushing up on my grammar. I thing I whould have done better at school if I had this then.,positive
10895,Beautiful Hard Cover Very Slick Looking Book - Perfect Condition and Glossy Looking - Looking forward to reading it :),positive
10896,"Effective I found the information timeless. Yes, somethings sounded dated because of time. Yet it did not take away from the content.",positive
10897,Very helpful!! Very nice book! I am very happy with all the information on this book. It explains a lot of english grammar!,positive
10898,Excellent Work Great book. Really helpful and easy to follow. I know it will come in handy because I am not the best at speaking or writing.Thank you!,positive
10899,"books free from amazon, downloaded the free kindle app for a new android phone and was trying it out, have not read the book yet but the pages and quality look good.",positive
10900,"Smooth Feel but costly I loved the product, but when I went back to get another bottle, I discovered it had nearly doubled in price....so no thanks...I'll find something else.",positive
10901,"Good raw thrash... I've never been a huge fan of Voivod, but I was pleasantly surprised by this album. Very raw and over-the-top, with raspy vocals and plenty of energy. I'll definitely be checking out some of their other stuff as well, as this one is really growing on me...",positive
10902,"NUCLEAR WAR! A must-have for any fan of Thrash Metal. Blacky's meat-grinding bass sound and Snake's Venom-like vocals will make you wish you were born a Voivodian. However, the production sounds somewhat inadequate. Having seen Voivod live this past summer perform two of these tracks (""Nuclear War"" and ""Voivod""), I thought they sounded MUCH better in concert than on the album. Still, it's WAR & PAIN!",positive
10903,"pure hardcore thrash If you want a pure hardcore 80's thrash sound then this cd is for you.It sound like they locked the producer out of the studio and then recorded. It's pure, raw, agressive and (for the time when it came out) nasty.The fore-runners of the 80's thrash scean. Taking the best from both the thrash and punk genra. Unfortunate for all that they didn't recieve the recomendation that they deserved.",positive
10904,Fabulous!! I think this album is brilliant--awesome music!! Can't turn it off!!! Especially love Allegratango!!! Adiemus could sing to the sound of a washing machine and still sound good! Kudos!!!,positive
10905,"Masterpiece. Excellent album, a masterpiece of this guys (and the shipping was absolutely great). A must in every music collection.",positive
10906,"Not as good as ""What burns never returns""... ...but a very good pick anyway! As usual Don Caballero manage to hover miles above the average indie-record. This time tough the music is less aggressive, the drumming less furious and the pace is overall calmer. Don't get me wrong, they haven't limped, they still spark with energy and creativity, only the've become more ""mature"". For those who don't know anything about the band I'll just say that they find themselves between shellac and tortoise, between arty improvisation (which most people call post-rock) and noise-rock.",positive
10907,Great Band Info I was born in 67. So I have always enjoyed 70 s music but found alot of great music from the 60's about 5 years ago. I play guitar and that always gave me reasons to learn more.,positive
10908,Story of The YARDBIRDS Excellant DVD. Had a lot of info I didn't know about the band. Highly recommended.,positive
10909,"Usher: OMG Tour Live From London [Blu-ray] The DVD was amazing.. My whole family watched, we love Usher..This was better than going..I could see his every move.Thank you Amazon you make shopping easy..",positive
10910,"If you love Usher, you want! I wasn't totally in love with the show, but I'm an Usher fan. I feel like the Los Angeles show would have been more banging! I've been dying for Usher to release some sort of concert on Blu-ray. Really wish Confessions or 8701 would get put on Blu-ray. If you are a real Usher fan, this is a must have!",positive
10911,Usher's Concert If you a fan of Usher this blue ray concert is a must have. The quality and his performances are very good.,positive
10912,Frasier A great DVD by Usher; I love his music. The perfromances are great and the songs make you want watch the DVD over and over again. I recommend that you buy this one.,positive
10913,An 80's classic! I don't know what it is about this movie but it's a classic 80's flick! Mark Harmon is at his best. The plot is a little predictable but it's entertaining and takes you back to the decade past.,positive
10914,"A great and fun romantic comedy that is not very well known This is an old school comedy and it is not very well known, but it is a real cute and funny movie, with some wonderful actors doing a great job, a great storyline, and for all the guys some really pretty girls! ;) It is a really great romantic comedy that I highly recomend to anyone who likes this genre!! Out of 5 stars I give it 4 and 1/2.",positive
10915,Great for kids who like to work with their hands... This kept my grandson busy for a long time and they are very durable. He made many different things with them.,positive
10916,"One of the best.... What a rib tickler this film is...I've seen it twice and know that twice more at least is on the cards. Of course, I love Daniel Auteuil and Gérard Depardieu, so to have them together is pure heaven! For a quite amazing contrast, check out 36 Quai des Orfèvres, a violent police/crime drama also starring both actors. Whether you speak French or not, you can tell these guys aren't just playing themselves...they are both excellent actors. See these films if you're a real, dyed-in-the-wool film buff!",positive
10917,"A book by an outstanding mentor Dr. Jeanne Shaw is an outstanding mentor and guide in the area of human relations and relationships, as reflected in her handbooks. From her decades of experience of counseling individuals and couples come the vital lessons that she has compacted into this handbook.I have learned so much not only about relationships, but about life and living from Dr. Shaw, that I remain eternally indebted to her.",positive
10918,xinhua dictionary chinese / english translation i got this for my son who wants to go to china. he is pleased and is starting to speak a little of the language already. good book.,positive
10919,Life Drawing: Techniques in Action I teach Figure Drawing and I am using some of the exercises with my class. They love the new way of thinking. Guessing measurements has really helped.,positive
10920,"Why is Amazon still out of stock? This is a great item? I liked Ms Woods book on life drawing (which I bought through Amazon) so when I saw a DVD also listed, I was interested. Amazon listed it out of stock, but I managed to find a copy. I am amazed to see months later that you still show it out of stock. It is an excellent DVD. I particularly liked the way Ms Woods demonstrated each technique on paper rather than describing it, all the time showing the model, and at times even superimposing her drawing over the model to make a point. I found many of her 'lessons' helpful and would think many Amazon clients would agree. Incidentally, her book that piqued my interest wasLife Drawing: A Journey to Self-Expression",positive
10921,"Excellent Product, Fast Shipping Scott's Cakes contacted me after receiving my previous order. Representative was pleasant, and wanted to know how they could improve. They did what was recommended and my next shipment came on time and without melted chocolate!!!Thank you Scott's Cakes for providing my family with delicious products and excellent customer service!!!",positive
10922,"It really helped me I had very bad hoarseness from acid reflux. Prescription medicine wasn't helping. My doctor advised elevating the head of the bed with blocks but that was not practical. I showed my doctor a picture of the prop up pillow and he said it looked to be the correct dimension. Within a couple of days after receiving my pillow my hoarseness was gone! Yes, the pillow appears expensive but it is much less expensive than buying an adjustable bed. I don't use the neck roll - I prefer to use my own memory foam pillow. My doctor said the back roll is to help keep one from sliding down the pillow. I strongly recommend this pillow to anyone with GERD/acid reflux.",positive
10923,"Eliminated my acid reflux My acid reflux started a year ago. Whenever I lied down, my esophagus would start hurting within minutes. I tried just about all of the various acid reducing pills, both prescription and non-prescription as well as many natural remedies, with limited effect. I still woke up every hour or two at night and had to chew antacids to be able to sleep the next hour.After using this pillow for a few days my acid reflux pain disappeared and I don't need medication anymore. I place the back support pillow along the lower edge of the wedge pillow, inside the pillowcase, to elevate my rib cage. I use the neck support pillow together with a regular pillow, inside a pillowcase, to support my neck. I try to sleep as much as possible on my left side, although after a couple of weeks there was no discomfort sleeping either on my back or on my right side.",positive
10924,"Clan of the Cave Bear I read this book for the first time more than 10 years ago, and I found it fascinating. I have read it again from cover to cover at least twice since then. It is very well researched, and I couldn't put it down. I wish I knew where Ms. Auel got all the information she did on the herbs and plants that she describes in her book, that the characters (Iza and Ayla) use for medicine. Some of them (like the willow bark) I know for a fact were used, and I wonder if all of the other herbs and plants really work the way she describes... Guess I'll have to check on herb and plant books for that matter! In any case, I also read the other books of the series (The Valley of Horses, The Mammoth Hunters and Plains of Passage), and I regularly check to see if Ms. Auel has published another book of this series. Hurry Ms. Auel, there are a lot of us waiting to hear what happened to Ayla.",positive
10925,"A really good book Although this book kind of falls apart if you try to look at it as a realistic view of how human life was 35,000 years ago, If you view it simply as a fantasy novel it turns into a very good book.The story is not especially original (outsider is adopted into a society, big changes start to occur, etc...), but it is carried off very well. But where the book really stands out is in the detailed, sometimes almost too detailed, picture of the world. The author clearly knows the world, the animals, the plants, the conditions exceptionally well, and only rarely does she really go overboard in the detailing of this information.Although at times the structure is kind of awkward, especially when characters are thinking, it is a fascinating, absorbing and hard-to-put-down book with likeable, understandable characters.I definately recommend this book to everyone.",positive
10926,It's a good book This is the first in a series of very good books following the life of a prehistoric woman. She uses creativity intelligence to live in a difficult environment.,positive
10927,"I'm going nuts! PPLLEEAASSEE HURRY UP! I read this book when I was in grade 5, am now in grade 8 and have read it 5 times since then! Okay, so I'm a literiture junkie. I have read the whole series twice and have thought about the fifth book for so long that I think I could write it myself!",positive
10928,"Well researched, educational, and realistic! An inspiring depiction of a woman. I received this from my mother in Junior High School, I only read this recently. I wish I had read it sooner. I have sent this series to all my friends. I can't wait for the next book!",positive
10929,"Enthralling I have been in love with this book (and the entire series) since I started reading it when I was eleven, five years ago. Ayla is the ultimate heroine, yet she is totally human, real, and touchable. Auel's extensive research allows her to paint a stunning picture of prehistoric earth. Her characters fit this picture perfectly to tell the amazing story of one young girls life. Malinda Brow",positive
10930,Not the same as pitchure The book dose the job as far as that goes and it is a used book but I was expecting a newer book going by the pitchure,positive
10931,Best book ever This first book in my 62 years that has make me laugh & cry. It is an amazing story of a young women who suffering made her stronger to survive & to love unconditionally.,positive
10932,Good re-read! So happy to find this book. I read the series several years ago and shall start them over this winter. Sent quickly & in good shape. Recommend this seller to all.,positive
10933,awesome reading This book is the start of an incredible journey. It gives an insight to our origins in such a way that you can no longer doubt ourroots. Ayla is the epitome of all of us!,positive
10934,"The Clan of the Cave Bear I started reading Jean Auel's Earth Children series many years ago. I borrowed the books from a friend who had them. The Clan of the Cave Bear is the first book of the series. The Clan of the Cave Bear is a good read but it is a better read when you read the rest of the series. After working at the local library's book sale where I could obtain hardcopies of several of Jean Auel's books, I decided to just order through Amazon.com those books that I couldn't get at the library. The Clan of the Cave Bear was one of those books. Since I already read it, I decided to go the used book route. The used book I got was in good shape. I was pleased with its appearance. I also ordered Shelters of Stone this way. When Jean Auel comes out with the final installment of her series, I'll just get the hardcover right away, provided it isn't too expensive.",positive
10935,The Cave Bear Series The Claln of the Cave Bear. I had lost the original book that I had purchased so I chose this oneTo replace the first book of this Earth's Children Series. I love this book very much and reread it immediately. This soft cover volume is easier for my elderly fingers to handle while reading. This is a series that will never grow old and one that I will pass on to my grandchildren in the future.,positive
10936,Clan of the Cave Bear by Jean M. Auel I have read this book a few times since it came out. It had to be replaced because it was faling apart and I could not find anyone to repair it. Looking forward to getting the last book in the series in hardback.,positive
10937,"such an intriguing idea actually, an intriguing and literally epic idea. especially when I first read it, years ago, the idea of a female protagonist being the central figure not only of the story but of this stage in human, earthly development, was absolutely unique. I still find it so (I reread it)...",positive
10938,"A Fantastic Read I love to read, and I especially love to see a movie for the first time and find out that it was inspired by a novel. The Clan of the Cave Bear movie was good, but the book is amazing. Jean M. Auel tells an engaging story. Ayla's life from the loss of her parents, to being found by the Clan at age 5, to dealing with their differences is all very well told. I love the fact that she becomes what most women in the tribe would not even consider becomming. I read this very huge book in 2 days, I don't even remember if I stopped to eat or sleep. I try to reread it at least once a year. If you like books that grab your attention and then refuse to let go-This is the book for you.",positive
10939,"Finding a Treasure Nothing I can write about this book can capture how I feel about it. Quite simply, it was like finding a buried treasure in my parents' basement.I usually prefer books like The Da Vinci Code, Rule of Four or anything by Nelson DeMille, but reading Clan of the Cave Bear has opened a new door for me and I, having never read these books before, feel so fortunate that I can look forward to many, many months of satisfying reading!I will read the entire series!",positive
10940,"You will FALL IN LOVE with Auel's Ayla!! You must read this book! I highly, highly recommend it, along with the rest of the Earth Children's Series. You will love these books! Ayla is the strongest, most beautiful, lovable character I have ever confronted in literature. If I could meet any fictional character - it would without a doubt be Ayla. :-)The books are written beautifully as well. Auel does a fabulous job bringing the ice-age to life through breathtaking images and memorable characters.My ONLY complaint in this series is that the sex scenes are ridiculously ""too perfect"" - Augh. They could definitely be shorter, and there could be fewer of them. (You will not encounter these though, until the later books in the series, if you decide to read on.)I am a little hesitant for the final (6th) book to come out though... the 5th one ended on such a high note, I'm afraid to read on. Eeep.",positive
10941,"Clan of the Cave Bear This is a truly touching book, in which you follow the life of Ayla, a girl born to the ""Others"", who is found by Iza, the top medicine woman of the Clan( aka cave people). You explore the feelings of the characters. Auel has created a wormhole into the past. Each character is distinct in itself, and you have a story outline both dramatic and explicit. When Creb\ Mog-ur performs his ceremonies, you feel as if you are there. It's like watching a movie, only deeper. You explore the humiliation of Creb's deformaty, the stubborness of Broud, and the kindness and caring of Iza. When Ayla is discovered to be hunting against the Clan laws, you plead along with her against the death curse. This is a truly wonderfull book. There are some mature parts, so if you don't feel you can handle them, don't try. Once again, I strongly reccomend this book!",positive
10942,"Very well researched and written. Reading this book was an emotional experience. The author was able to describe scenes so accurate that I actually felt as if I were that little 5 year old girl, lost in the wilderness, hungry, cold, tired, delusional, and frightened. I was captivated with this series and reread all four books five times already. I've learned more about survival from this book than I have from 12 years in our public school systems. Great job. When's the wedding going to be written?",positive
10943,"very exiting series I read those books, few years back and i'm still thinking about them, i would love to have another book that would continue the story. I miss the caracters. Is there ever going to be another book??????????????????????",positive
10944,"A wonderful story of early man. I was introduced to this book this summer by my aunt. She recommended it as one of her favourites. So, I decided to give it a try. I found the beginning a little slow moving. Once I got into it I couldn't put it down. The story is starts at the begging of man and is based on the evolution of man. Ayla, the main character is left to die because her clan was killed in an earthquake. She is adopted by a passing clan and brought to live with them. The story deals with her acceptance into a very different community. She is cast as an outcast from her clan because she is different. In fact she is one step above them on the evolution scale. In the end she is exiled from the only family she has ever known and goes on to search for people like her. I enjoyed this book alot,especially learning about different plants and their many uses. Jean M. Auel wrote a wonderful book and I can't wait to read the rest of the series.",positive
10945,"The best series of books out there This book is if not the best then it's up there in the top five, along with the other 3 she has written. The story of a young women struggling to grow up and live in a world that doesn't accept her can be related to each of us and will be a book you remember for the rest of your life. The writing is fantastic and you are swept away into a world of prehistoric man that you won't want to come back from. The only problem is when you finish all 4 of her books you are on edge waiting for her to finish the next one. Earth's Children should be the set of books every person has and you will reread it many a time.",positive
10946,"Great Story - You will enjoy it. This was a great book. Although the story takes place about 35,000 years ago you can see lots of parallels to events in our lives today. As well as enjoying the story and learning about primative times you will also be thinking about how this can relate to today... Although the book is about 500 pages and small print its an easy read..",positive
10947,"VERY GOOD, I WAS IMPRESSED AND WILL READ MORE I never thought I would read this book based on the title, but I did and really liked it. I just bought the 2nd one and can't wait to start that one. At times there was too much detail and not enough action, but a great story that makes you think, what was it really like?",positive
10948,"Magnificently compelling... This is a wonderfully entertaining, well-written and thought provoking story. The author did a superb job of developing character and plot, leaving the reader with a lust for the story to continue.",positive
10949,"clan of the cave bear this book opened my mind to the life of the first people and strugles they indured. she showed rational method as to how many discoveries could have come about. riding a horse for the first time must have been a true sight, it is taken for granted by us today but can you inagine what it must have been like to wittnes this for the first time. i have read all her books several times and been just as awe struck by every one.",positive
10950,"This is an amazing book. This book was required summer reading 2 years ago for my english II AP class. I thought it was really an amazing book. I loved the main character how strong willed she was even though she was more human and not cave man. I thought Auel did a great job writing it, but sometimes she was too descriptive about setting of the story. Description and imagery is good, but too much of it takes away from the story. I have read the rest of the series, but if you like this book you should read the others that go along with this series.thank you for your time,Loran",positive
10951,A Scientific Saga I just finished reading this book and I think it is one of the best books I ever read. This book tracks the voyage of a Cromagnon girl who lives in a clan of neanderthals. This clan adopts her as a member of it. This book is about how the clan accepts her and learns to deal with her differences. This book is not only a great story but it is scientifically accurate. I would call this book a scientific saga.,positive
10952,"First in the series .. This, the first book in the series of ""Earth's Children"" is a gripping, fascinating introduction to the first of our thinking ancestors. Almost as if we were there.",positive
10953,a wonderful epic This is one long story that really takes you into the depth of prehistoric times and rituals. It's wonderfully researched and finely detailed. I read with wonder all the recipes for medicine. What herb cured or maintained certain diseases. The movie does this book absolutely no justice. What was Darrel Hannah thinking when she signed up for that bomb? This book takes a look at human relations and the beginnings of communication. A great read.,positive
10954,"A moving book about the endurance of humanity I first read this book when I was in 7th grade, and am rereading it now, in 11th grade. This is an amazing story that my dad convinced me to read, and I've become hooked on the whole series! Auel gives the reader not only meticulously researced information concerning culture, vivid descriptions of the neanderthals, and geography, but also a twisting, inviting plot that makes the book impossible to put down! Thus Clan of the Cave Bear(and the entire Earth's ChildrenTM series) appeals to a wide audience. Adventure, history, and an eloquent storytelling style are combined with excellent results.",positive
10955,"HOURS OF GREAT READING...... I have the entire collection of Jean Auel's Children of the Earth series, and reread them over and over. Great books!",positive
10956,A Must Read For Ice Age Purists!!! Thank you Auel for giving us this great prehistoric ice age novel. It is refreshing to see that the heroine is such a strong female character portrayed with so many different layers. It reminds me of Etok inThe Age of Eternal Firein how forward thinking they are from their tribe mates. I thoroughly enjoyed reading this delightful book and look forward to reading the rest of the series.,positive
10957,Added to my collection I had almost all of the Jean Auel's books and needed this one to complete my collection. It turned out to be a book club size and I traded it to a friend for the full size version.,positive
10958,"I loved it. I loved this book. The picture Jean Auel paints is of an ancient world in a time of change. She makes the characters real, you can sense and identify with their emotions. Hurry with that next book",positive
